year,population_top_n,problem,perfect_solve_count,perfect_solve_rate,nonzero_score_count,nonzero_score_rate,attempted_count,attempted_rate,average_score,average_score_among_attempts
2011,197,A1,90,0.45685279187817257,142,0.7208121827411168,196,0.9949238578680203,5.7969543147208125,5.826530612244898
2011,197,A2,87,0.4416243654822335,167,0.8477157360406091,182,0.9238578680203046,6.197969543147208,6.708791208791209
2011,197,A3,12,0.06091370558375635,51,0.25888324873096447,99,0.5025380710659898,1.0355329949238579,2.0606060606060606
2011,197,A4,37,0.18781725888324874,159,0.8071065989847716,171,0.868020304568528,3.030456852791878,3.491228070175439
2011,197,A5,1,0.005076142131979695,1,0.005076142131979695,16,0.08121827411167512,0.050761421319796954,0.625
2011,197,A6,1,0.005076142131979695,11,0.05583756345177665,19,0.09644670050761421,0.20812182741116753,2.1578947368421053
2011,197,B1,105,0.5329949238578681,143,0.7258883248730964,191,0.9695431472081218,6.319796954314721,6.518324607329843
2011,197,B2,141,0.7157360406091371,183,0.9289340101522843,195,0.9898477157360406,8.182741116751268,8.266666666666667
2011,197,B3,65,0.3299492385786802,122,0.6192893401015228,167,0.8477157360406091,4.33502538071066,5.11377245508982
2011,197,B4,3,0.015228426395939087,41,0.20812182741116753,95,0.48223350253807107,0.5329949238578681,1.105263157894737
2011,197,B5,12,0.06091370558375635,20,0.10152284263959391,52,0.2639593908629442,0.8527918781725888,3.230769230769231
2011,197,B6,0,0.0,0,0.0,38,0.19289340101522842,0.0,0.0
2012,189,A1,142,0.7513227513227513,186,0.9841269841269841,187,0.9894179894179894,9.46031746031746,9.561497326203208
2012,189,A2,151,0.798941798941799,180,0.9523809523809523,187,0.9894179894179894,9.328042328042327,9.427807486631016
2012,189,A3,49,0.25925925925925924,120,0.6349206349206349,145,0.7671957671957672,4.8465608465608465,6.317241379310345
2012,189,A4,5,0.026455026455026454,7,0.037037037037037035,104,0.5502645502645502,0.2751322751322751,0.5
2012,189,A5,8,0.042328042328042326,14,0.07407407407407407,74,0.3915343915343915,0.5079365079365079,1.2972972972972974
2012,189,A6,3,0.015873015873015872,6,0.031746031746031744,58,0.30687830687830686,0.30158730158730157,0.9827586206896551
2012,189,B1,174,0.9206349206349206,188,0.9947089947089947,188,0.9947089947089947,9.677248677248677,9.72872340425532
2012,189,B2,84,0.4444444444444444,147,0.7777777777777778,167,0.8835978835978836,5.920634920634921,6.700598802395209
2012,189,B3,44,0.2328042328042328,74,0.3915343915343915,122,0.6455026455026455,2.7037037037037037,4.188524590163935
2012,189,B4,25,0.13227513227513227,32,0.1693121693121693,127,0.671957671957672,1.5026455026455026,2.236220472440945
2012,189,B5,2,0.010582010582010581,4,0.021164021164021163,22,0.1164021164021164,0.15343915343915343,1.3181818181818181
2012,189,B6,15,0.07936507936507936,28,0.14814814814814814,61,0.32275132275132273,0.8783068783068783,2.721311475409836
2013,201,A1,184,0.9154228855721394,197,0.9800995024875622,200,0.9950248756218906,9.537313432835822,9.585
2013,201,A2,153,0.7611940298507462,184,0.9154228855721394,193,0.9601990049751243,8.850746268656716,9.217616580310882
2013,201,A3,61,0.3034825870646766,92,0.4577114427860697,145,0.7213930348258707,4.104477611940299,5.689655172413793
2013,201,A4,53,0.263681592039801,74,0.3681592039800995,115,0.572139303482587,3.253731343283582,5.6869565217391305
2013,201,A5,5,0.024875621890547265,14,0.06965174129353234,55,0.2736318407960199,0.6069651741293532,2.2181818181818183
2013,201,A6,1,0.004975124378109453,6,0.029850746268656716,39,0.19402985074626866,0.15920398009950248,0.8205128205128205
2013,201,B1,166,0.8258706467661692,189,0.9402985074626866,199,0.9900497512437811,9.024875621890548,9.115577889447236
2013,201,B2,80,0.39800995024875624,107,0.5323383084577115,129,0.6417910447761194,4.383084577114428,6.829457364341085
2013,201,B3,115,0.572139303482587,149,0.7412935323383084,187,0.9303482587064676,6.686567164179104,7.18716577540107
2013,201,B4,11,0.05472636815920398,13,0.06467661691542288,81,0.40298507462686567,0.6019900497512438,1.4938271604938271
2013,201,B5,13,0.06467661691542288,20,0.09950248756218906,96,0.47761194029850745,0.7711442786069652,1.6145833333333333
2013,201,B6,0,0.0,6,0.029850746268656716,35,0.17412935323383086,0.03482587064676617,0.2
2014,190,A1,129,0.6789473684210526,188,0.9894736842105263,190,1.0,8.963157894736842,8.963157894736842
2014,190,A2,154,0.8105263157894737,178,0.9368421052631579,189,0.9947368421052631,9.115789473684211,9.164021164021165
2014,190,A3,95,0.5,157,0.8263157894736842,161,0.8473684210526315,5.936842105263158,7.0062111801242235
2014,190,A4,64,0.3368421052631579,74,0.3894736842105263,135,0.7105263157894737,3.7526315789473683,5.281481481481482
2014,190,A5,0,0.0,6,0.031578947368421054,85,0.4473684210526316,0.031578947368421054,0.07058823529411765
2014,190,A6,3,0.015789473684210527,8,0.042105263157894736,39,0.20526315789473684,0.3473684210526316,1.6923076923076923
2014,190,B1,131,0.6894736842105263,185,0.9736842105263158,190,1.0,8.978947368421053,8.978947368421053
2014,190,B2,91,0.4789473684210526,155,0.8157894736842105,173,0.9105263157894737,5.336842105263158,5.861271676300578
2014,190,B3,86,0.45263157894736844,130,0.6842105263157895,169,0.8894736842105263,6.121052631578947,6.881656804733728
2014,190,B4,14,0.07368421052631578,33,0.1736842105263158,74,0.3894736842105263,1.1263157894736842,2.891891891891892
2014,190,B5,3,0.015789473684210527,26,0.1368421052631579,61,0.32105263157894737,0.2894736842105263,0.9016393442622951
2014,190,B6,1,0.005263157894736842,6,0.031578947368421054,43,0.22631578947368422,0.12631578947368421,0.5581395348837209
2015,199,A1,165,0.8291457286432161,192,0.964824120603015,197,0.9899497487437185,9.371859296482413,9.467005076142131
2015,199,A2,109,0.5477386934673367,134,0.6733668341708543,179,0.8994974874371859,6.090452261306533,6.770949720670391
2015,199,A3,99,0.49748743718592964,141,0.7085427135678392,164,0.8241206030150754,6.1708542713567835,7.487804878048781
2015,199,A4,52,0.2613065326633166,112,0.5628140703517588,145,0.7286432160804021,3.9748743718592965,5.455172413793103
2015,199,A5,13,0.06532663316582915,46,0.23115577889447236,72,0.36180904522613067,1.1809045226130652,3.263888888888889
2015,199,A6,4,0.020100502512562814,10,0.05025125628140704,63,0.3165829145728643,0.3969849246231156,1.253968253968254
2015,199,B1,61,0.3065326633165829,168,0.8442211055276382,178,0.8944723618090452,5.14070351758794,5.747191011235955
2015,199,B2,62,0.31155778894472363,86,0.4321608040201005,146,0.7336683417085427,3.758793969849246,5.123287671232877
2015,199,B3,32,0.16080402010050251,63,0.3165829145728643,144,0.7236180904522613,2.1055276381909547,2.9097222222222223
2015,199,B4,70,0.35175879396984927,105,0.5276381909547738,144,0.7236180904522613,4.226130653266332,5.840277777777778
2015,199,B5,16,0.08040201005025126,43,0.21608040201005024,73,0.36683417085427134,1.4371859296482412,3.9178082191780823
2015,199,B6,0,0.0,4,0.020100502512562814,31,0.15577889447236182,0.1306532663316583,0.8387096774193549
2016,187,A1,123,0.6577540106951871,182,0.9732620320855615,187,1.0,9.29946524064171,9.29946524064171
2016,187,A2,49,0.2620320855614973,184,0.983957219251337,187,1.0,8.06951871657754,8.06951871657754
2016,187,A3,15,0.08021390374331551,117,0.6256684491978609,162,0.8663101604278075,3.427807486631016,3.95679012345679
2016,187,A4,45,0.24064171122994651,82,0.4385026737967914,113,0.6042780748663101,3.5026737967914436,5.79646017699115
2016,187,A5,28,0.1497326203208556,51,0.2727272727272727,78,0.41711229946524064,1.8823529411764706,4.512820512820513
2016,187,A6,2,0.0106951871657754,4,0.0213903743315508,73,0.39037433155080214,0.12299465240641712,0.3150684931506849
2016,187,B1,110,0.5882352941176471,175,0.9358288770053476,185,0.9893048128342246,7.9144385026737964,8.0
2016,187,B2,94,0.5026737967914439,182,0.9732620320855615,187,1.0,7.850267379679145,7.850267379679145
2016,187,B3,28,0.1497326203208556,169,0.9037433155080213,175,0.9358288770053476,8.058823529411764,8.611428571428572
2016,187,B4,62,0.3315508021390374,122,0.6524064171122995,149,0.7967914438502673,5.620320855614973,7.053691275167785
2016,187,B5,21,0.11229946524064172,49,0.2620320855614973,111,0.5935828877005348,2.0053475935828877,3.3783783783783785
2016,187,B6,20,0.10695187165775401,44,0.23529411764705882,79,0.42245989304812837,1.9518716577540107,4.620253164556962
2017,502,A1,352,0.701195219123506,449,0.8944223107569721,499,0.9940239043824701,8.336653386454183,8.386773547094188
2017,502,A2,230,0.4581673306772908,262,0.5219123505976095,421,0.8386454183266933,4.896414342629482,5.838479809976247
2017,502,A3,111,0.22111553784860558,211,0.4203187250996016,283,0.5637450199203188,3.00199203187251,5.3250883392226145
2017,502,A4,87,0.17330677290836655,152,0.30278884462151395,304,0.6055776892430279,2.4840637450199203,4.1019736842105265
2017,502,A5,10,0.0199203187250996,17,0.03386454183266932,180,0.35856573705179284,0.29282868525896416,0.8166666666666667
2017,502,A6,2,0.00398406374501992,16,0.03187250996015936,56,0.11155378486055777,0.12350597609561753,1.1071428571428572
2017,502,B1,267,0.5318725099601593,488,0.9721115537848606,491,0.9780876494023905,8.44621513944223,8.635437881873727
2017,502,B2,233,0.4641434262948207,432,0.8605577689243028,481,0.9581673306772909,6.639442231075697,6.929313929313929
2017,502,B3,225,0.448207171314741,287,0.5717131474103586,362,0.7211155378486056,4.886454183266932,6.776243093922652
2017,502,B4,9,0.017928286852589643,21,0.04183266932270916,153,0.3047808764940239,0.3247011952191235,1.065359477124183
2017,502,B5,32,0.06374501992031872,105,0.20916334661354583,177,0.35258964143426297,1.149402390438247,3.2598870056497176
2017,502,B6,3,0.00597609561752988,10,0.0199203187250996,104,0.20717131474103587,0.12151394422310757,0.5865384615384616
2018,477,A1,318,0.6666666666666666,465,0.9748427672955975,476,0.9979035639412998,8.616352201257861,8.634453781512605
2018,477,A2,103,0.21593291404612158,265,0.5555555555555556,408,0.8553459119496856,3.591194968553459,4.198529411764706
2018,477,A3,104,0.2180293501048218,289,0.6058700209643606,418,0.8763102725366876,4.454926624737945,5.083732057416268
2018,477,A4,25,0.05241090146750524,51,0.1069182389937107,242,0.5073375262054507,0.8176100628930818,1.6115702479338843
2018,477,A5,10,0.020964360587002098,150,0.31446540880503143,286,0.59958071278826,0.6561844863731656,1.0944055944055944
2018,477,A6,31,0.0649895178197065,53,0.1111111111111111,229,0.480083857442348,0.8469601677148847,1.7641921397379912
2018,477,B1,269,0.5639412997903563,459,0.9622641509433962,471,0.9874213836477987,7.526205450733753,7.62208067940552
2018,477,B2,261,0.5471698113207547,343,0.7190775681341719,424,0.8888888888888888,6.423480083857442,7.226415094339623
2018,477,B3,228,0.4779874213836478,435,0.9119496855345912,451,0.9454926624737946,6.320754716981132,6.685144124168515
2018,477,B4,49,0.10272536687631027,187,0.3920335429769392,325,0.6813417190775681,3.008385744234801,4.415384615384616
2018,477,B5,20,0.041928721174004195,28,0.05870020964360587,194,0.40670859538784065,0.4779874213836478,1.175257731958763
2018,477,B6,43,0.09014675052410902,51,0.1069182389937107,209,0.4381551362683438,0.9224318658280922,2.1052631578947367
2019,414,A1,207,0.5,395,0.9541062801932367,404,0.9758454106280193,8.140096618357488,8.341584158415841
2019,414,A2,290,0.7004830917874396,332,0.8019323671497585,374,0.9033816425120773,7.700483091787439,8.524064171122994
2019,414,A3,128,0.30917874396135264,206,0.4975845410628019,293,0.7077294685990339,3.5603864734299515,5.030716723549488
2019,414,A4,36,0.08695652173913043,49,0.11835748792270531,158,0.38164251207729466,1.036231884057971,2.7151898734177213
2019,414,A5,72,0.17391304347826086,152,0.3671497584541063,247,0.5966183574879227,2.5676328502415457,4.303643724696356
2019,414,A6,8,0.01932367149758454,29,0.07004830917874397,109,0.2632850241545894,0.43478260869565216,1.651376146788991
2019,414,B1,189,0.45652173913043476,394,0.9516908212560387,408,0.9855072463768116,7.806763285024155,7.921568627450981
2019,414,B2,92,0.2222222222222222,124,0.2995169082125604,259,0.6256038647342995,2.789855072463768,4.45945945945946
2019,414,B3,41,0.09903381642512077,57,0.13768115942028986,219,0.5289855072463768,1.1304347826086956,2.136986301369863
2019,414,B4,25,0.06038647342995169,83,0.20048309178743962,135,0.32608695652173914,1.1642512077294687,3.5703703703703704
2019,414,B5,138,0.3333333333333333,178,0.42995169082125606,259,0.6256038647342995,3.8285024154589373,6.11969111969112
2019,414,B6,59,0.14251207729468598,159,0.38405797101449274,191,0.4613526570048309,1.891304347826087,4.099476439790576
2021,535,A1,369,0.6897196261682244,527,0.9850467289719627,533,0.9962616822429906,8.517757009345795,8.549718574108818
2021,535,A2,239,0.44672897196261685,419,0.7831775700934579,478,0.8934579439252337,5.833644859813084,6.52928870292887
2021,535,A3,66,0.1233644859813084,214,0.4,292,0.5457943925233645,1.8523364485981308,3.393835616438356
2021,535,A4,7,0.013084112149532711,12,0.022429906542056073,127,0.23738317757009345,0.18878504672897195,0.7952755905511811
2021,535,A5,130,0.24299065420560748,233,0.4355140186915888,347,0.6485981308411215,3.108411214953271,4.792507204610951
2021,535,A6,4,0.007476635514018692,7,0.013084112149532711,157,0.29345794392523367,0.10841121495327102,0.36942675159235666
2021,535,B1,204,0.3813084112149533,340,0.6355140186915887,455,0.8504672897196262,5.173831775700934,6.083516483516483
2021,535,B2,114,0.2130841121495327,241,0.4504672897196262,365,0.6822429906542056,2.5850467289719625,3.789041095890411
2021,535,B3,28,0.052336448598130844,43,0.08037383177570094,123,0.22990654205607478,0.7046728971962617,3.065040650406504
2021,535,B4,27,0.05046728971962617,148,0.2766355140186916,210,0.3925233644859813,1.5495327102803738,3.947619047619048
2021,535,B5,58,0.10841121495327102,70,0.1308411214953271,164,0.30654205607476637,1.205607476635514,3.932926829268293
2021,535,B6,8,0.014953271028037384,27,0.05046728971962617,79,0.14766355140186915,0.2261682242990654,1.5316455696202531
2022,546,A1,142,0.2600732600732601,397,0.7271062271062271,475,0.86996336996337,5.355311355311355,6.1557894736842105
2022,546,A2,114,0.2087912087912088,259,0.47435897435897434,383,0.7014652014652014,3.8333333333333335,5.464751958224543
2022,546,A3,204,0.37362637362637363,287,0.5256410256410257,314,0.575091575091575,4.701465201465202,8.17515923566879
2022,546,A4,29,0.05311355311355311,237,0.4340659340659341,297,0.5439560439560439,2.597069597069597,4.774410774410774
2022,546,A5,6,0.01098901098901099,98,0.1794871794871795,210,0.38461538461538464,0.3516483516483517,0.9142857142857143
2022,546,A6,1,0.0018315018315018315,9,0.016483516483516484,50,0.09157509157509157,0.06776556776556776,0.74
2022,546,B1,288,0.5274725274725275,464,0.8498168498168498,506,0.9267399267399268,7.564102564102564,8.162055335968379
2022,546,B2,107,0.19597069597069597,421,0.7710622710622711,459,0.8406593406593407,5.483516483516484,6.522875816993464
2022,546,B3,103,0.18864468864468864,235,0.43040293040293043,325,0.5952380952380952,2.681318681318681,4.504615384615384
2022,546,B4,36,0.06593406593406594,142,0.2600732600732601,238,0.4358974358974359,1.4963369963369964,3.4327731092436973
2022,546,B5,16,0.029304029304029304,85,0.15567765567765568,185,0.33882783882783885,0.7783882783882784,2.2972972972972974
2022,546,B6,1,0.0018315018315018315,10,0.018315018315018316,124,0.2271062271062271,0.040293040293040296,0.1774193548387097
2023,516,A1,426,0.8255813953488372,509,0.9864341085271318,516,1.0,9.618217054263566,9.618217054263566
2023,516,A2,368,0.7131782945736435,496,0.9612403100775194,502,0.9728682170542635,9.027131782945736,9.278884462151394
2023,516,A3,7,0.013565891472868217,289,0.560077519379845,394,0.7635658914728682,1.0852713178294573,1.4213197969543148
2023,516,A4,31,0.060077519379844964,194,0.375968992248062,239,0.4631782945736434,2.0213178294573644,4.364016736401673
2023,516,A5,10,0.01937984496124031,71,0.1375968992248062,123,0.23837209302325582,0.6046511627906976,2.5365853658536586
2023,516,A6,16,0.031007751937984496,105,0.20348837209302326,178,0.3449612403100775,0.5465116279069767,1.5842696629213484
2023,516,B1,373,0.7228682170542635,503,0.9748062015503876,512,0.9922480620155039,8.641472868217054,8.708984375
2023,516,B2,239,0.4631782945736434,313,0.6065891472868217,431,0.8352713178294574,5.156976744186046,6.174013921113689
2023,516,B3,80,0.15503875968992248,213,0.4127906976744186,305,0.5910852713178295,2.5329457364341086,4.285245901639344
2023,516,B4,8,0.015503875968992248,106,0.2054263565891473,215,0.4166666666666667,0.7170542635658915,1.7209302325581395
2023,516,B5,21,0.040697674418604654,125,0.24224806201550386,202,0.39147286821705424,0.8527131782945736,2.1782178217821784
2023,516,B6,1,0.001937984496124031,2,0.003875968992248062,29,0.0562015503875969,0.02131782945736434,0.3793103448275862
2024,504,A1,449,0.8908730158730159,498,0.9880952380952381,499,0.9900793650793651,9.505952380952381,9.60120240480962
2024,504,A2,93,0.18452380952380953,361,0.7162698412698413,446,0.8849206349206349,4.359126984126984,4.926008968609866
2024,504,A3,29,0.057539682539682536,78,0.15476190476190477,232,0.4603174603174603,0.8432539682539683,1.831896551724138
2024,504,A4,112,0.2222222222222222,241,0.4781746031746032,275,0.5456349206349206,3.1527777777777777,5.778181818181818
2024,504,A5,5,0.00992063492063492,14,0.027777777777777776,177,0.35119047619047616,0.2123015873015873,0.6045197740112994
2024,504,A6,0,0.0,10,0.01984126984126984,75,0.1488095238095238,0.03571428571428571,0.24
2024,504,B1,375,0.7440476190476191,481,0.9543650793650794,491,0.9742063492063492,8.351190476190476,8.572301425661914
2024,504,B2,81,0.16071428571428573,268,0.5317460317460317,352,0.6984126984126984,3.5932539682539684,5.144886363636363
2024,504,B3,75,0.1488095238095238,298,0.5912698412698413,341,0.6765873015873016,2.6984126984126986,3.9882697947214076
2024,504,B4,95,0.1884920634920635,208,0.4126984126984127,285,0.5654761904761905,2.9523809523809526,5.221052631578948
2024,504,B5,1,0.001984126984126984,164,0.3253968253968254,205,0.40674603174603174,0.5059523809523809,1.2439024390243902
2024,504,B6,0,0.0,8,0.015873015873015872,37,0.07341269841269842,0.07738095238095238,1.054054054054054
